Player,KilledBy,Weapon,Distance,Storm Phase,Timestamp,Match,Placed,Kills
Aydan,Zyppaan,Sniper,69,4,17:14,1,52,3
Milan,Ryux,Shotgun,,4,17:02,1,53,0
Myth,Faxfox,Smg,,4,16:38,1,54,1
Mitr0,Animal,Rifle,83,4,16:32,1,55,1
Stompy,Alpha,Rifle,,4,16:30,1,56,0
Issa,TheVic,Trap,,4,16:30,1,57,1
K1nzell,Aydan,Shotgun,,4,16:28,1,58,0
TheVic,Issa,Rifle,,4,16:28,1,59,2
Inclyde,Andeeza,Shotgun,,4,16:14,1,60,0
Faah,Aydan,Smg,,4,15:14,1,61,1
Coffeh,Ares,Shotgun,,4,15:03,1,62,0
Envy,Bizzle,Smg,,3,14:18,1,63,4
Maxalibur,Hoopek,Rifle,,3,13:56,1,64,1
Svennoss,72hrs,FallDamage,29,3,13:13,1,65,0
Itemm,Envy,Shotgun,,3,12:54,1,66,0
Keolys,Mitr0,Shotgun,,3,12:53,1,67,0
Aimhero_o,Hoopek,Shotgun,,3,12:36,1,68,1
Blaxou,Zexrow,Shotgun,,3,12:26,1,69,0
Marki,TheVic,Rifle,,3,12:26,1,70,0
Teeqzy,Zayt,Shotgun,,3,12:24,1,71,0
Bowman,,StormSurge,,3,12:22,1,72,0
Viallinen,DMO,Shotgun,,3,12:20,1,73,0
Kejser,x2Jesse,Rifle,,3,12:15,1,74,0
Nero,Maxalibur,Shotgun,,3,12:14,1,75,0
x8,Faah,Rifle,,2,11:45,1,76,1
Poach,Chap,Shotgun,,2,11:00,1,77,0
Beehive,Envy,Shotgun,,2,10:31,1,78,0
Madzen,Jamside,Shotgun,,2,10:13,1,79,0
